account_id,month_start,month_label,month_index,tenure_months,plan_tier,seats_licensed,mrr_usd,arr_usd,term_end_date,days_subscribed,core_events,total_events,active_users,active_days,sessions,feature_areas_used,distinct_features_used,power_feature_events,advanced_feature_events,seat_utilisation,events_per_active_user,top_user_event_share,tickets_opened,high_priority_tickets,avg_csat,last_event_date,prev_core_events,rolling_3m_events,prior_3m_events,is_contiguous,consecutive_zero_usage_months,mom_change_pct,rolling_3m_change_pct,days_to_renewal,account_name,industry,country,employee_band,acquisition_channel,csm_owner,is_managed_account,signup_date,feature_areas_adopted,adoption_breadth_pct,size_segment,lifecycle_segment,engagement_segment,flag_zero_usage,flag_dormant_2m,flag_sharp_mom_decline,flag_sustained_decline,flag_low_seat_utilisation,flag_single_active_user,flag_narrow_adoption,flag_low_frequency,flag_support_pressure,flag_renewal_soon,risk_score,risk_band,risk_reasons
ACC-00397,2026-07-01,2026-07,23,18,growth,42,877.62,10531.44,2027-01-29,31,71,100,19,24,90,4,10,3,20,0.4524,3.74,0.3099,1,0,,2026-07-31,118,100.33333333333333,247.33333333333334,true,0,-0.3983,-0.5943,212,NorthLabs 397,Non-profit,Germany,51-200,outbound,A. Okafor,true,2025-01-29,4,0.667,SMB,Established,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -59.0%
ACC-00443,2026-07-01,2026-07,23,15,growth,35,786.45,9437.4,2027-04-24,31,101,129,21,27,121,4,11,8,29,0.6,4.81,0.2079,0,0,,2026-07-31,83,95.0,132.0,true,0,0.2169,-0.2803,297,LumenHoldings 338,Financial Services,United Kingdom,51-200,inbound,C. Moreau,true,2025-04-24,4,0.667,SMB,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -28.0%
ACC-00187,2026-07-01,2026-07,23,37,growth,40,764.7,9176.4,2027-06-20,31,110,123,21,28,117,3,7,11,16,0.525,5.24,0.1364,1,0,,2026-07-31,105,110.0,165.33333333333334,true,0,0.0476,-0.3347,354,NorthAnalytics 155,Technology,United States,1-50,inbound,D. Sharma,true,2023-06-21,3,0.5,SMB,Mature,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -33.0%
ACC-00131,2026-07-01,2026-07,23,40,growth,32,738.48,8861.76,2027-03-03,31,38,53,13,19,51,3,6,3,7,0.4063,2.92,0.2632,1,0,,2026-07-30,28,31.0,50.0,true,0,0.3571,-0.38,245,BlueHoldings 134,Retail,United States,51-200,self_serve,A. Okafor,true,2023-03-04,3,0.5,SMB,Mature,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -38.0%
ACC-00455,2026-07-01,2026-07,23,14,growth,33,730.02,8760.24,2027-05-10,31,183,262,25,28,236,6,17,17,68,0.7576,7.32,0.1099,0,0,,2026-07-31,112,151.33333333333334,206.66666666666666,true,0,0.6339,-0.2677,313,PinnacleIndustries 341,Healthcare,United States,1-50,self_serve,D. Sharma,true,2025-05-10,6,1.0,SMB,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -27.0%
ACC-00183,2026-07-01,2026-07,23,37,growth,32,691.4,8296.8,2027-06-16,31,58,70,18,26,66,2,4,0,9,0.5625,3.22,0.2931,2,0,5.0,2026-07-31,66,57.666666666666664,88.66666666666667,true,0,-0.1212,-0.3496,350,OnyxPartners 298,Technology,Germany,51-200,partner,G. Alvarez,true,2023-06-17,2,0.333,SMB,Mature,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -35.0%
ACC-00370,2026-07-01,2026-07,23,20,growth,28,598.82,7185.84,2026-11-27,31,26,55,13,16,52,2,3,11,0,0.4643,2.0,0.1923,0,0,,2026-07-31,39,32.333333333333336,47.333333333333336,true,0,-0.3333,-0.3169,149,IronAnalytics 311,Technology,Australia,51-200,self_serve,C. Moreau,true,2024-11-27,2,0.333,SMB,Established,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -32.0%
ACC-00157,2026-07-01,2026-07,23,38,growth,31,589.88,7078.56,2027-05-05,31,37,67,10,19,59,3,7,2,17,0.3226,3.7,0.4865,1,0,,2026-07-31,60,62.0,91.66666666666667,true,0,-0.3833,-0.3236,308,CobaltSolutions 282,Manufacturing,United Kingdom,1-50,outbound,F. Tanaka,true,2023-05-06,3,0.5,SMB,Mature,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -32.0%
ACC-00411,2026-07-01,2026-07,23,17,growth,19,425.2,5102.4,2027-02-23,31,78,99,19,24,92,3,9,1,18,1.0,4.11,0.141,0,0,,2026-07-31,95,87.66666666666667,142.33333333333334,true,0,-0.1789,-0.3841,237,QuartzLabs 493,Technology,Canada,201-1000,self_serve,B. Lindqvist,true,2025-02-23,3,0.5,SMB,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -38.0%
ACC-00288,2026-07-01,2026-07,23,27,growth,19,368.39,4420.68,2027-04-16,31,14,23,8,11,23,2,3,3,0,0.4211,1.75,0.2857,1,0,,2026-07-30,15,16.333333333333332,24.333333333333332,true,0,,-0.3288,289,NorthLabs 001,Technology,United States,51-200,inbound,B. Lindqvist,true,2024-04-16,2,0.333,SMB,Mature,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -33.0%
ACC-00121,2026-07-01,2026-07,23,41,starter,24,296.68,3560.16,2027-02-06,31,56,81,8,23,75,4,11,3,11,0.3333,7.0,0.5,0,0,,2026-07-31,45,45.666666666666664,66.0,true,0,0.2444,-0.3081,220,CobaltGroup 260,Financial Services,India,1000+,partner,H. Nowak,true,2023-02-07,4,0.667,Self-Serve,Mature,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -31.0%
ACC-00248,2026-07-01,2026-07,23,30,starter,20,218.07,2616.84,2027-01-08,31,26,43,9,13,36,2,4,5,8,0.45,2.89,0.2308,1,0,,2026-07-31,30,28.333333333333332,38.0,true,0,-0.1333,-0.2544,191,QuartzWorks 009,Financial Services,Germany,1000+,self_serve,B. Lindqvist,true,2024-01-09,2,0.333,Self-Serve,Mature,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -25.0%
ACC-00365,2026-07-01,2026-07,23,20,starter,17,211.64,2539.68,2026-11-23,31,36,46,11,19,44,3,8,4,16,0.6471,3.27,0.1667,1,1,,2026-07-30,31,32.0,57.0,true,0,0.1613,-0.4386,145,CobaltDynamics 436,Non-profit,United States,51-200,outbound,C. Moreau,true,2024-11-23,3,0.5,Self-Serve,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -44.0%
ACC-00392,2026-07-01,2026-07,23,18,starter,14,146.59,1759.08,2027-01-21,31,19,45,5,12,38,2,3,7,0,0.3571,3.8,0.4211,1,0,,2026-07-29,24,26.333333333333332,50.0,true,0,-0.2083,-0.4733,204,VertexPartners 358,Healthcare,Canada,201-1000,self_serve,B. Lindqvist,true,2025-01-21,2,0.333,Self-Serve,Established,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -47.0%
ACC-00431,2026-07-01,2026-07,23,16,starter,11,134.84,1618.08,2027-03-31,31,20,40,6,13,40,2,3,7,10,0.5455,3.33,0.25,0,0,,2026-07-31,19,22.0,37.0,true,0,,-0.4054,273,EmberlyCollective 372,Technology,United States,1-50,inbound,B. Lindqvist,true,2025-03-31,2,0.333,Self-Serve,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -41.0%
ACC-00343,2026-07-01,2026-07,23,21,starter,9,97.82,1173.84,2026-10-19,31,13,26,4,10,24,3,6,0,3,0.4444,3.25,0.5385,0,0,,2026-07-31,18,20.0,37.0,true,0,,-0.4595,110,MeridianTechnologies 475,Financial Services,Canada,1-50,inbound,A. Okafor,true,2024-10-19,3,0.5,Self-Serve,Established,Engaged,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -46.0%
ACC-00408,2026-07-01,2026-07,23,17,starter,6,70.45,845.4,2027-02-19,31,30,40,3,19,36,5,10,1,9,0.5,10.0,0.5333,1,1,1.0,2026-07-30,32,38.333333333333336,66.33333333333333,true,0,-0.0625,-0.4221,233,SummitGroup 488,Healthcare,United States,201-1000,self_serve,A. Okafor,true,2025-02-19,5,0.833,Self-Serve,Established,Power,false,false,false,true,false,false,false,false,false,false,25,Low,sustained decline -42.0%
ACC-00051,2026-07-01,2026-07,23,47,enterprise,215,9735.93,116831.16,2026-08-10,31,723,1016,54,31,534,6,17,63,241,0.2512,13.39,0.314,0,0,,2026-07-31,717,757.3333333333334,675.6666666666666,true,0,0.0084,0.1209,40,IronSystems 135,Financial Services,Germany,1000+,self_serve,G. Alvarez,true,2022-08-11,6,1.0,Enterprise,Mature,Engaged,false,false,false,false,true,false,false,false,false,true,20,Low,only 25.0% of seats active; renews in 40 days
ACC-00404,2026-07-01,2026-07,23,17,business,107,3727.12,44725.44,2027-02-09,31,153,334,23,29,144,2,4,33,20,0.215,6.65,0.8105,0,0,,2026-07-31,111,123.33333333333333,135.0,true,0,0.3784,-0.0864,223,PinnacleAnalytics 407,Healthcare,United States,1-50,self_serve,D. Sharma,true,2025-02-09,2,0.333,Mid-Market,Established,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 22.0% of seats active
ACC-00256,2026-07-01,2026-07,23,29,business,114,3407.28,40887.36,2027-01-31,31,172,264,11,31,115,3,8,26,51,0.0965,15.64,0.8605,0,0,,2026-07-31,264,276.3333333333333,308.0,true,0,-0.3485,-0.1028,214,WillowTechnologies 259,Financial Services,Australia,1-50,self_serve,E. Rossi,true,2024-02-01,3,0.5,Mid-Market,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 10.0% of seats active
ACC-00312,2026-07-01,2026-07,23,23,business,99,2969.27,35631.24,2026-08-10,31,22,31,12,16,31,2,4,3,2,0.1212,1.83,0.2727,0,0,,2026-07-31,28,24.666666666666668,24.333333333333332,true,0,-0.2143,0.0137,40,QuartzIndustries 449,Professional Services,United States,51-200,inbound,B. Lindqvist,true,2024-08-10,2,0.333,Mid-Market,Established,Engaged,false,false,false,false,true,false,false,false,false,true,20,Low,only 12.0% of seats active; renews in 40 days
ACC-00077,2026-07-01,2026-07,23,45,business,72,2530.97,30371.64,2026-09-30,31,235,357,19,31,121,2,4,0,41,0.2639,12.37,0.8979,0,0,,2026-07-31,190,210.0,171.66666666666666,true,0,0.2368,0.2233,91,MeridianLabs 013,Professional Services,United States,1000+,self_serve,A. Okafor,true,2022-10-01,2,0.333,Mid-Market,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 26.0% of seats active
ACC-00413,2026-07-01,2026-07,23,16,business,66,2108.0,25296.0,2027-03-01,31,52,98,8,21,64,2,4,11,4,0.1212,6.5,0.8654,0,0,,2026-07-31,66,61.333333333333336,58.0,true,0,-0.2121,0.0575,243,RiverstoneIndustries 329,Professional Services,United Kingdom,51-200,inbound,E. Rossi,true,2025-03-01,2,0.333,Mid-Market,Established,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 12.0% of seats active
ACC-00045,2026-07-01,2026-07,23,48,growth,70,1547.2,18566.4,2027-07-29,31,167,272,14,27,102,3,7,13,30,0.2,11.93,0.9102,0,0,,2026-07-31,213,178.66666666666666,172.0,true,0,-0.216,0.0388,393,HarborAnalytics 227,Education,United States,1-50,partner,G. Alvarez,true,2022-07-30,3,0.5,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 20.0% of seats active
ACC-00112,2026-07-01,2026-07,23,43,growth,61,1187.96,14255.52,2026-12-30,31,130,165,13,28,82,3,7,6,36,0.2131,10.0,0.9,0,0,,2026-07-31,170,132.66666666666666,139.33333333333334,true,0,-0.2353,-0.0478,182,CobaltDynamics 040,Education,United States,51-200,inbound,H. Nowak,true,2022-12-31,3,0.5,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 21.0% of seats active
ACC-00139,2026-07-01,2026-07,23,40,growth,53,1146.67,13760.04,2027-03-15,31,62,71,3,24,49,3,7,5,14,0.0566,20.67,0.9677,2,1,,2026-07-31,88,79.0,81.0,true,0,-0.2955,-0.0247,257,QuartzTechnologies 295,Technology,Australia,1-50,inbound,G. Alvarez,true,2023-03-16,3,0.5,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 6.0% of seats active
ACC-00001,2026-07-01,2026-07,23,53,growth,33,737.96,8855.52,2027-02-16,31,2,7,2,2,6,2,2,0,1,0.0606,1.0,0.5,0,0,,2026-07-24,6,8.0,12.0,true,0,,,230,HarborIndustries 161,Education,Canada,201-1000,outbound,E. Rossi,true,2022-02-17,2,0.333,SMB,Mature,Minimal,false,false,false,false,true,false,false,true,false,false,20,Low,only 6.0% of seats active; active on only 2 days
ACC-00065,2026-07-01,2026-07,23,47,growth,34,724.6,8695.2,2026-08-30,31,90,130,10,27,99,4,10,9,23,0.2941,9.0,0.5556,1,0,,2026-07-31,88,83.0,87.0,true,0,0.0227,-0.046,60,SolsticeIndustries 173,Professional Services,Australia,1-50,inbound,A. Okafor,true,2022-08-31,4,0.667,SMB,Mature,Engaged,false,false,false,false,true,false,false,false,false,true,20,Low,only 29.0% of seats active; renews in 60 days
ACC-00193,2026-07-01,2026-07,23,36,growth,35,679.5,8154.0,2027-07-10,31,50,72,7,24,50,4,9,1,16,0.2,7.14,0.86,2,0,5.0,2026-07-31,79,69.66666666666667,64.33333333333333,true,0,-0.3671,0.0829,374,RiverstoneIndustries 065,Professional Services,Germany,51-200,referral,H. Nowak,true,2023-07-11,4,0.667,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 20.0% of seats active
ACC-00196,2026-07-01,2026-07,23,36,growth,29,661.9,7942.8,2027-07-14,31,115,165,5,29,82,3,6,12,16,0.1724,23.0,0.9565,1,0,,2026-07-31,107,115.33333333333333,116.0,true,0,0.0748,-0.0057,378,AsterGroup 164,Education,United States,201-1000,inbound,E. Rossi,true,2023-07-15,3,0.5,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 17.0% of seats active
ACC-00278,2026-07-01,2026-07,23,28,growth,29,571.5,6858.0,2027-03-30,31,48,117,2,22,65,2,3,12,0,0.069,24.0,0.9583,0,0,,2026-07-31,67,49.333333333333336,57.333333333333336,true,0,-0.2836,-0.1395,272,BluePartners 310,Technology,United States,201-1000,self_serve,A. Okafor,true,2024-03-30,2,0.333,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 7.0% of seats active
ACC-00008,2026-07-01,2026-07,23,52,growth,23,496.15,5953.8,2027-03-13,31,31,49,3,19,38,3,8,4,11,0.1304,10.33,0.9355,0,0,,2026-07-31,24,29.333333333333332,27.0,true,0,0.2917,0.0864,255,EmberlyDynamics 064,Healthcare,United Kingdom,201-1000,inbound,H. Nowak,true,2022-03-14,3,0.5,SMB,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 13.0% of seats active
ACC-00070,2026-07-01,2026-07,23,46,growth,20,434.06,5208.72,2026-09-09,31,83,143,8,25,78,3,8,0,33,0.4,10.38,0.9036,0,0,,2026-07-31,104,91.33333333333333,49.666666666666664,true,0,-0.2019,0.8389,70,HarborSystems 051,Education,Canada,1-50,inbound,G. Alvarez,true,2022-09-10,3,0.5,SMB,Mature,Engaged,false,false,false,false,false,true,false,false,false,true,20,Low,usage concentrated in one user; renews in 70 days
ACC-00054,2026-07-01,2026-07,23,47,starter,27,334.78,4017.36,2026-08-17,31,17,40,5,12,37,2,3,11,0,0.1852,3.4,0.4118,2,0,,2026-07-31,10,12.666666666666666,13.666666666666666,true,0,,,47,CobaltPartners 106,Education,Germany,51-200,inbound,E. Rossi,true,2022-08-18,2,0.333,Self-Serve,Mature,Engaged,false,false,false,false,true,false,false,false,false,true,20,Low,only 19.0% of seats active; renews in 47 days
ACC-00100,2026-07-01,2026-07,23,44,growth,12,241.07,2892.84,2026-11-28,31,71,126,10,26,119,2,4,15,13,0.8333,7.1,0.3099,1,0,,2026-07-31,124,89.33333333333333,58.666666666666664,true,0,-0.4274,0.5227,150,OnyxHoldings 122,Financial Services,Australia,1-50,partner,B. Lindqvist,true,2022-11-29,2,0.333,SMB,Mature,Power,false,false,true,false,false,false,false,false,false,false,20,Low,MoM drop -43.0%
ACC-00284,2026-07-01,2026-07,23,27,starter,17,188.15,2257.8,2027-04-12,31,157,215,4,29,100,6,16,16,30,0.2353,39.25,0.8599,3,1,,2026-07-31,153,138.66666666666666,117.0,true,0,0.0261,0.1852,285,AsterPartners 010,Retail,United Kingdom,1-50,self_serve,C. Moreau,true,2024-04-12,6,1.0,Self-Serve,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 24.0% of seats active
ACC-00475,2026-07-01,2026-07,23,11,starter,16,184.28,2211.36,2026-08-13,31,22,38,4,16,34,2,4,6,7,0.25,5.5,0.7727,2,1,,2026-07-31,25,22.0,24.333333333333332,true,0,-0.12,-0.0959,43,EmberlyHoldings 482,Healthcare,United States,1-50,self_serve,D. Sharma,true,2025-08-13,2,0.333,Self-Serve,Establishing,Engaged,false,false,false,false,true,false,false,false,false,true,20,Low,only 25.0% of seats active; renews in 43 days
ACC-00480,2026-07-01,2026-07,23,10,starter,15,174.54,2094.48,2026-09-12,31,5,6,4,5,6,2,4,0,2,0.2667,1.25,0.4,0,0,,2026-07-31,2,3.0,19.0,true,0,,,73,HarborLabs 337,Non-profit,United States,201-1000,inbound,C. Moreau,true,2025-09-12,2,0.333,Self-Serve,Establishing,Casual,false,false,false,false,true,false,false,false,false,true,20,Low,only 27.0% of seats active; renews in 73 days
ACC-00120,2026-07-01,2026-07,23,41,starter,14,155.23,1862.76,2027-02-03,31,44,54,2,22,42,3,7,0,5,0.1429,22.0,0.9773,1,0,5.0,2026-07-31,55,46.333333333333336,48.333333333333336,true,0,-0.2,-0.0414,217,VertexSolutions 270,Education,United States,51-200,inbound,C. Moreau,true,2023-02-04,3,0.5,Self-Serve,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 14.0% of seats active
ACC-00243,2026-07-01,2026-07,23,31,starter,12,141.46,1697.52,2026-12-11,31,25,30,2,15,26,4,9,7,4,0.1667,12.5,0.84,2,1,,2026-07-30,17,23.0,30.0,true,0,,-0.2333,163,GraniteDynamics 148,Healthcare,United States,51-200,outbound,F. Tanaka,true,2023-12-12,4,0.667,Self-Serve,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 17.0% of seats active
ACC-00212,2026-07-01,2026-07,23,34,starter,12,136.19,1634.28,2026-09-15,31,206,262,9,30,123,5,14,25,73,0.75,22.89,0.8155,0,0,,2026-07-31,150,172.0,142.33333333333334,true,0,0.3733,0.2084,76,HalcyonLabs 169,Technology,United States,51-200,self_serve,D. Sharma,true,2023-09-16,5,0.833,Self-Serve,Mature,Power,false,false,false,false,false,true,false,false,false,true,20,Low,usage concentrated in one user; renews in 76 days
ACC-00428,2026-07-01,2026-07,23,16,starter,11,128.71,1544.52,2027-03-23,31,20,24,2,15,22,3,5,1,2,0.1818,10.0,0.95,4,1,,2026-07-31,14,21.333333333333332,23.666666666666668,true,0,,-0.0986,265,PinnacleTechnologies 319,Technology,United States,201-1000,self_serve,B. Lindqvist,true,2025-03-23,3,0.5,Self-Serve,Established,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 18.0% of seats active
ACC-00314,2026-07-01,2026-07,23,23,starter,10,111.82,1341.84,2026-08-16,31,4,6,2,4,6,3,3,1,0,0.2,2.0,0.75,0,0,,2026-07-28,2,2.3333333333333335,7.333333333333333,true,0,,,46,MeridianLabs 409,Education,United States,1-50,outbound,A. Okafor,true,2024-08-16,3,0.5,Self-Serve,Established,Casual,false,false,false,false,true,false,false,false,false,true,20,Low,only 20.0% of seats active; renews in 46 days
ACC-00202,2026-07-01,2026-07,23,35,starter,8,91.93,1103.16,2026-08-18,31,27,61,5,15,44,2,5,0,11,0.625,5.4,0.8148,1,1,1.0,2026-07-31,26,29.0,25.333333333333332,true,0,0.0385,0.1447,48,SolsticeSystems 063,Financial Services,Germany,1-50,inbound,C. Moreau,true,2023-08-19,2,0.333,Self-Serve,Mature,Power,false,false,false,false,false,true,false,false,false,true,20,Low,usage concentrated in one user; renews in 48 days
ACC-00093,2026-07-01,2026-07,23,44,starter,7,86.28,1035.36,2026-11-15,31,12,22,2,10,19,2,2,4,0,0.2857,6.0,0.9167,2,0,,2026-07-27,15,15.333333333333334,13.0,true,0,,,137,GraniteCollective 060,Healthcare,India,51-200,self_serve,F. Tanaka,true,2022-11-16,2,0.333,Self-Serve,Mature,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 29.0% of seats active
ACC-00353,2026-07-01,2026-07,23,21,starter,7,78.1,937.2,2026-10-31,31,47,65,4,20,53,6,14,4,9,0.5714,11.75,0.4043,0,0,,2026-07-31,89,59.333333333333336,52.666666666666664,true,0,-0.4719,0.1266,122,MeridianTechnologies 343,Professional Services,United States,1-50,inbound,E. Rossi,true,2024-10-31,6,1.0,Self-Serve,Established,Power,false,false,true,false,false,false,false,false,false,false,20,Low,MoM drop -47.0%
ACC-00080,2026-07-01,2026-07,23,45,starter,7,76.04,912.48,2026-10-15,31,5,5,2,4,5,2,3,0,0,0.2857,2.5,0.8,0,0,,2026-07-21,3,4.0,6.666666666666667,true,0,,,106,GraniteGroup 236,Healthcare,United States,201-1000,self_serve,C. Moreau,true,2022-10-16,2,0.333,Self-Serve,Mature,Casual,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 29.0% of seats active
ACC-00126,2026-07-01,2026-07,23,41,starter,5,61.51,738.12,2027-02-20,31,5,11,1,4,10,3,5,1,1,0.2,5.0,1.0,0,0,,2026-07-30,4,5.0,4.333333333333333,true,0,,,234,BlueCollective 288,Technology,United States,201-1000,self_serve,C. Moreau,true,2023-02-21,3,0.5,Self-Serve,Mature,Casual,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 20.0% of seats active
ACC-00147,2026-07-01,2026-07,23,39,starter,5,55.41,664.92,2027-04-19,31,5,8,1,4,8,3,3,2,0,0.2,5.0,1.0,1,0,,2026-07-25,4,6.333333333333333,9.666666666666666,true,0,,,292,CedarSystems 159,Technology,Australia,201-1000,outbound,C. Moreau,true,2023-04-20,3,0.5,Self-Serve,Mature,Casual,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 20.0% of seats active
ACC-00373,2026-07-01,2026-07,23,19,starter,5,53.93,647.16,2026-12-03,31,11,24,1,9,20,2,4,0,3,0.2,11.0,1.0,1,0,,2026-07-30,19,15.333333333333334,14.0,true,0,,,155,OnyxDynamics 496,Financial Services,United Kingdom,201-1000,inbound,C. Moreau,true,2024-12-03,2,0.333,Self-Serve,Established,Engaged,false,false,false,false,true,true,false,false,false,false,20,Low,usage concentrated in one user; only 20.0% of seats active
ACC-00321,2026-07-01,2026-07,23,23,starter,5,52.32,627.84,2026-08-31,31,5,9,2,5,9,3,3,1,1,0.4,2.5,0.8,0,0,,2026-07-29,3,3.3333333333333335,8.0,true,0,,,61,NorthTechnologies 463,Technology,United Kingdom,201-1000,outbound,E. Rossi,true,2024-08-31,3,0.5,Self-Serve,Established,Casual,false,false,false,false,false,true,false,false,false,true,20,Low,usage concentrated in one user; renews in 61 days
ACC-00163,2026-07-01,2026-07,23,38,business,83,2595.22,31142.64,2027-05-20,31,5,10,5,4,10,1,1,0,0,0.0602,1.0,0.2,0,0,,2026-07-29,11,8.0,9.0,true,0,,,323,SummitPartners 070,Financial Services,United States,1-50,outbound,F. Tanaka,true,2023-05-21,1,0.167,Mid-Market,Mature,Casual,false,false,false,false,true,false,true,false,false,false,18,Low,only 6.0% of seats active; uses 1 of 6 feature areas
ACC-00407,2026-07-01,2026-07,23,17,business,51,1506.78,18081.36,2027-02-16,31,9,24,9,7,24,1,4,1,3,0.1765,1.0,0.1111,0,0,,2026-07-30,8,9.333333333333334,5.666666666666667,true,0,,,230,EmberlyDynamics 328,Financial Services,Germany,201-1000,referral,F. Tanaka,true,2025-02-16,1,0.167,Mid-Market,Established,Casual,false,false,false,false,true,false,true,false,false,false,18,Low,only 18.0% of seats active; uses 1 of 6 feature areas
ACC-00240,2026-07-01,2026-07,23,31,starter,19,215.78,2589.36,2026-12-01,31,5,5,3,5,5,1,3,1,1,0.1579,1.67,0.6,0,0,,2026-07-27,9,7.666666666666667,8.666666666666666,true,0,,,153,QuartzAnalytics 119,Professional Services,India,1000+,self_serve,F. Tanaka,true,2023-12-02,1,0.167,Self-Serve,Mature,Casual,false,false,false,false,true,false,true,false,false,false,18,Low,only 16.0% of seats active; uses 1 of 6 feature areas
ACC-00500,2026-07-01,2026-07,23,5,starter,9,92.03,1104.36,2027-02-04,31,3,7,2,3,7,1,1,0,0,0.2222,1.5,0.6667,0,0,,2026-07-30,19,18.0,13.0,true,0,,,218,GraniteGroup 368,Professional Services,United States,1000+,inbound,B. Lindqvist,true,2026-02-04,1,0.167,Self-Serve,Establishing,Casual,false,false,false,false,true,false,true,false,false,false,18,Low,only 22.0% of seats active; uses 1 of 6 feature areas
ACC-00072,2026-07-01,2026-07,23,46,starter,11,138.17,1658.04,2026-09-11,31,10,22,5,7,22,2,3,0,2,0.4545,2.0,0.4,2,2,3.5,2026-07-31,9,7.0,11.333333333333334,true,0,,,72,CedarTechnologies 247,Technology,United Kingdom,1-50,inbound,A. Okafor,true,2022-09-12,2,0.333,Self-Serve,Mature,Casual,false,false,false,false,false,false,false,false,true,true,15,Low,2 high-priority tickets; renews in 72 days
ACC-00305,2026-05-01,2026-05,21,23,enterprise,230,10460.44,125525.28,2026-06-13,31,924,1165,134,31,971,4,11,53,162,0.5826,6.9,0.0768,0,0,,2026-05-31,1021,1032.6666666666667,1211.3333333333333,true,0,-0.095,-0.1475,43,LumenGroup 272,Healthcare,Australia,51-200,inbound,E. Rossi,true,2024-06-13,4,0.667,Enterprise,Established,Power,false,false,false,false,false,false,false,false,false,true,10,Low,renews in 43 days
ACC-00048,2026-07-01,2026-07,23,47,enterprise,237,10039.89,120478.68,2026-08-01,31,1324,1893,94,31,1290,5,13,125,423,0.3966,14.09,0.1956,0,0,,2026-07-31,1004,1127.6666666666667,1050.0,true,0,0.3187,0.074,31,SummitGroup 092,Professional Services,Canada,51-200,inbound,E. Rossi,true,2022-08-02,5,0.833,Enterprise,Mature,Engaged,false,false,false,false,false,false,false,false,false,true,10,Low,renews in 31 days
ACC-00263,2026-07-01,2026-07,23,29,enterprise,156,7716.86,92602.32,2027-02-13,31,558,982,62,31,235,2,4,143,225,0.3974,9.0,0.8405,0,0,,2026-07-31,457,516.6666666666666,470.0,true,0,0.221,0.0993,227,WillowAnalytics 083,Manufacturing,Canada,51-200,referral,F. Tanaka,true,2024-02-14,2,0.333,Enterprise,Mature,Engaged,false,false,false,false,false,true,false,false,false,false,10,Low,usage concentrated in one user
ACC-00323,2026-07-01,2026-07,23,22,enterprise,161,7346.44,88157.28,2026-09-02,31,1682,2725,122,31,1830,5,14,238,454,0.7578,13.79,0.1118,0,0,,2026-07-31,1828,1729.0,1665.0,true,0,-0.0799,0.0384,63,VertexSolutions 402,Financial Services,India,1-50,inbound,H. Nowak,true,2024-09-02,5,0.833,Enterprise,Established,Power,false,false,false,false,false,false,false,false,false,true,10,Low,renews in 63 days
